bigger_id,c_users,geo
X370Y553,7954,"POLYGON((16.8198978233201 52.3773156566199, 16.8201191718827 52.3728223726595, 16.8274605170101 52.3729576043484, 16.8273722821664 52.3747549271424, 16.8272399124671 52.3774509101059, 16.8198978233201 52.3773156566199))"
X391Y534,266,"POLYGON((16.9702986987349 52.4627440968077, 16.9703813934655 52.4609466362646, 16.9777380954468 52.46107268129, 16.9775320904167 52.4655663517802, 16.9701746402705 52.4654402864199, 16.9702986987349 52.4627440968077))"
X371Y537,170,"POLYGON((16.8237023211878 52.4493432456481, 16.823923858148 52.4448500053741, 16.831277189528 52.4449851294321, 16.8310563997455 52.4494783915004, 16.8303209892651 52.4494648974799, 16.8237023211878 52.4493432456481))"
X394Y542,16798,"POLYGON((17.0014366761653 52.4254980803874, 17.0012333453326 52.4299918433725, 16.9938817129158 52.4298673109672, 16.9940857903961 52.4253735680634, 16.9955559632514 52.425398507067, 17.0014366761653 52.4254980803874))"
X389Y544,40188,"POLYGON((16.9575399282726 52.4202505102179, 16.9577476291399 52.415756860792, 16.965096751378 52.4158836158098, 16.9648897966703 52.4203772856764, 16.9575399282726 52.4202505102179))"
X384Y562,1833,"POLYGON((16.9321345469515 52.3343603811556, 16.9319248583709 52.3388540206572, 16.9245886649576 52.3387253360864, 16.9246097105626 52.3382759743911, 16.9247990960785 52.3342317173175, 16.9321345469515 52.3343603811556))"
X389Y525,34,"POLYGON((16.9609472657095 52.5057562508482, 16.9535831828894 52.5056290862279, 16.9536040598563 52.5051797290972, 16.9537919277483 52.5011355131139, 16.9611552606658 52.5012626572146, 16.9609472657095 52.5057562508482))"
X366Y537,794,"POLYGON((16.7942865934256 52.4487980924339, 16.7869328090856 52.4486606617209, 16.7871580816254 52.4441675315218, 16.794511118891 52.4443049400727, 16.7942865934256 52.4487980924339))"
X373Y556,9483,"POLYGON((16.8501396722972 52.3598804283401, 16.849921472422 52.3643738112854, 16.8425814411483 52.3642399899836, 16.8428003845176 52.3597466286024, 16.8501396722972 52.3598804283401))"
X376Y539,11838,"POLYGON((16.8682617123286 52.4411605216991, 16.8609088388326 52.4410277037638, 16.8611265248272 52.4365343471111, 16.868478651437 52.4366671436287, 16.8683268000693 52.439812508705, 16.8682617123286 52.4411605216991))"
X388Y567,1453,"POLYGON((16.954970527451 52.3167687962483, 16.9551777154633 52.3122750748952, 16.962509675764 52.3124018157743, 16.9623238764758 52.3164461835499, 16.9623032293941 52.3168955575465, 16.954970527451 52.3167687962483))"
X379Y551,18285,"POLYGON((16.893107343024 52.3831411734595, 16.8928933228223 52.3876346639855, 16.885549228624 52.3875034708303, 16.8857639934177 52.38301000145, 16.893107343024 52.3831411734595))"
X385Y542,10826,"POLYGON((16.9279302635078 52.4242324051661, 16.9352806579125 52.4243610277931, 16.9350706079382 52.4288546073991, 16.9277194670586 52.428725964029, 16.9279302635078 52.4242324051661))"
X391Y544,8133,"POLYGON((16.9722397196449 52.4205036045081, 16.972445928174 52.4160099142742, 16.9783253087604 52.4161106243222, 16.9797951593313 52.4161357561776, 16.979589697 52.4206294667051, 16.9722397196449 52.4205036045081))"
X371Y541,6051,"POLYGON((16.8245881185328 52.431370259992, 16.8248094218974 52.4268770033449, 16.8321597665318 52.4270120402698, 16.8319392095588 52.4315053186935, 16.825323225012 52.4313837864135, 16.8245881185328 52.431370259992))"
X390Y570,66,"POLYGON((16.9702529374559 52.3035405655273, 16.9704584798623 52.2990467913787, 16.9777883247238 52.299172561738, 16.9775835234138 52.3036663561472, 16.9709859936212 52.3035531650518, 16.9702529374559 52.3035405655273))"
X379Y541,6876,"POLYGON((16.8865541111471 52.4279971209237, 16.8909646005568 52.4280758963163, 16.8907500154471 52.4325693463068, 16.883398464548 52.4324379414592, 16.883613796211 52.4279445126572, 16.8865541111471 52.4279971209237))"
X394Y558,13950,"POLYGON((16.9973437247236 52.3534731382745, 17.0046826908096 52.3535973298499, 17.0044802155416 52.3580911566888, 16.9971405059438 52.357966945097, 16.9972827647089 52.3548212807407, 16.9973437247236 52.3534731382745))"
X386Y560,7934,"POLYGON((16.9427206222964 52.3435398603234, 16.9463891523686 52.343603700714, 16.9461808392694 52.3480973734152, 16.9388430498899 52.3479695582015, 16.9390521059582 52.3434759060948, 16.9427206222964 52.3435398603234))"
X398Y559,17820,"POLYGON((17.0267399507637 52.3530683933938, 17.026900100061 52.3494732807343, 17.034238534838 52.3495956302885, 17.0340390863351 52.3540895404343, 17.0266999081674 52.3539671711609, 17.0267399507637 52.3530683933938))"
X388Y546,40357,"POLYGON((16.9508152908388 52.4066423793454, 16.9581628666313 52.4067695498929, 16.957955275253 52.4112632073503, 16.9513417833982 52.4111487559432, 16.9506069537129 52.4111360162969, 16.9508152908388 52.4066423793454))"
X399Y562,135755,"POLYGON((17.0419742753804 52.3407296528276, 17.0346372743221 52.3406077980741, 17.0348365653399 52.3361138760055, 17.0421728235752 52.336235711125, 17.0419742753804 52.3407296528276))"
X369Y538,445,"POLYGON((16.8167928106889 52.4402212018969, 16.8165705851977 52.4447144244009, 16.8092173708737 52.4445783865206, 16.809440343305 52.4400851859536, 16.8167928106889 52.4402212018969))"
X387Y550,31045,"POLYGON((16.9516480904172 52.3886677913423, 16.9514399728229 52.3931614443726, 16.9440946879509 52.3930338791475, 16.9443035504894 52.38854024668, 16.9479758135867 52.3886040760228, 16.9516480904172 52.3886677913423))"
X369Y534,353,"POLYGON((16.8159035568839 52.4581940673254, 16.8156810967639 52.4626872734374, 16.8083248927129 52.4625511477648, 16.8085481005598 52.4580579636075, 16.8159035568839 52.4581940673254))"
X400Y560,11282,"POLYGON((17.0491134712808 52.3453450094961, 17.0490145230231 52.3475919866572, 17.048915561737 52.3498389628266, 17.0415770221285 52.3497175243218, 17.0417756749043 52.3452235905598, 17.0491134712808 52.3453450094961))"
X379Y544,37787,"POLYGON((16.8842594506204 52.4144642019024, 16.891608016485 52.4145955220217, 16.8915651379215 52.4154942147764, 16.8913936010559 52.4190889841737, 16.8840442892272 52.4189576428788, 16.8842594506204 52.4144642019024))"
X373Y542,1100,"POLYGON((16.8397299219233 52.422653316354, 16.8463446623759 52.4227740287288, 16.8470796364278 52.4227874183864, 16.846860630058 52.4272807442228, 16.8395101693174 52.4271466205652, 16.8397299219233 52.422653316354))"
X403Y545,1414,"POLYGON((17.0679901019359 52.4176102444642, 17.0606402337582 52.4174898818891, 17.0607585605441 52.4147935226452, 17.0608374346691 52.4129959490241, 17.0681865566218 52.4131162921916, 17.0679901019359 52.4176102444642))"
X386Y559,161186,"POLYGON((16.9461808392694 52.3480973734152, 16.945972471313 52.3525910420934, 16.9401016408783 52.3524888098833, 16.938633938769 52.352463206281, 16.9388430498899 52.3479695582015, 16.9461808392694 52.3480973734152))"
X398Y538,260,"POLYGON((17.0226849729286 52.4438441441704, 17.0256266014136 52.4438933048156, 17.0300390600433 52.4439669086655, 17.0298385044924 52.448460735339, 17.0224836698684 52.4483379510408, 17.0226849729286 52.4438441441704))"
X380Y555,7424,"POLYGON((16.8939628602097 52.365167170825, 16.9013032897077 52.3652978026275, 16.901090238744 52.3697913304208, 16.8937490654169 52.3696606775631, 16.8939628602097 52.365167170825))"
X384Y549,21897,"POLYGON((16.9294042835528 52.3927773802171, 16.9291938757421 52.3972709673068, 16.9218480115259 52.39714201283, 16.9220591644186 52.3926484465276, 16.9249972054067 52.3927000747405, 16.9294042835528 52.3927773802171))"
X383Y529,335,"POLYGON((16.9176132395922 52.487012491141, 16.9102524885353 52.4868826623516, 16.9104655072926 52.4823891977359, 16.9178255093542 52.4825190055801, 16.9176132395922 52.487012491141))"
X370Y548,731,"POLYGON((16.8187902053215 52.3997820149734, 16.8190118456809 52.3952887514961, 16.8263569128629 52.395424092215, 16.826290650367 52.3967720782336, 16.8261360175018 52.3999173775114, 16.8187902053215 52.3997820149734))"
X366Y538,1727,"POLYGON((16.7871580816254 52.4441675315218, 16.7873382568792 52.4405730243991, 16.7873832947526 52.4396743972069, 16.7947355851403 52.4398117836002, 16.794511118891 52.4443049400727, 16.7871580816254 52.4441675315218))"
X372Y560,1340,"POLYGON((16.8434568688019 52.3462665199619, 16.8368535654137 52.3461457691011, 16.8361198679229 52.3461323295732, 16.8363393235035 52.3416389734809, 16.8436755816895 52.3417731422496, 16.8434568688019 52.3462665199619))"
X388Y539,11793,"POLYGON((16.9530321699347 52.4381614677881, 16.9567085768783 52.4382250677625, 16.956500601952 52.4427186971086, 16.9491470546793 52.4425913623975, 16.9493557767284 52.4380977535864, 16.9530321699347 52.4381614677881))"
X387Y538,10141,"POLYGON((16.9415840380573 52.4469571548853, 16.9417935624729 52.4424635707073, 16.9469410012265 52.4425530728729, 16.9491470546793 52.4425913623975, 16.9489382775639 52.4470849671882, 16.9415840380573 52.4469571548853))"
X386Y549,31320,"POLYGON((16.9440946879509 52.3930338791475, 16.9439484514204 52.3961794194806, 16.9438857703625 52.3975275075912, 16.9365397954196 52.3973994655631, 16.9367494581289 52.3929058577597, 16.9440946879509 52.3930338791475))"
X381Y562,9,"POLYGON((16.9099164445388 52.3384666011752, 16.9025804179235 52.3383365508506, 16.9027930765484 52.3338429947191, 16.9101283606819 52.3339730240913, 16.9099164445388 52.3384666011752))"
X390Y536,99,"POLYGON((16.9632321926279 52.4563265001831, 16.9634188477645 52.4522822263695, 16.9634395844882 52.4518328624119, 16.9707947362164 52.4519593239296, 16.9705880921077 52.4564529821011, 16.9632321926279 52.4563265001831))"
X369Y539,638,"POLYGON((16.8170149775744 52.4357279752951, 16.8167928106889 52.4402212018969, 16.8101755874005 52.4400988081052, 16.809440343305 52.4400851859536, 16.809663256934 52.4355919812844, 16.8170149775744 52.4357279752951))"
X382Y527,14,"POLYGON((16.9098262822595 52.4958695794565, 16.9024640889067 52.4957392509403, 16.9026779695484 52.4912458154364, 16.9085671202267 52.4913500980471, 16.9100394135309 52.4913761229251, 16.9098262822595 52.4958695794565))"
X391Y569,76,"POLYGON((16.9849141632588 52.3037916920389, 16.9847508764453 52.3073867408347, 16.9847100493715 52.3082855026335, 16.9773786682167 52.3081601465503, 16.9775835234138 52.3036663561472, 16.9849141632588 52.3037916920389))"
X389Y551,22170,"POLYGON((16.9663373345813 52.3889215123679, 16.9589926851798 52.3887948799076, 16.9591585439436 52.3851999382008, 16.9592000031718 52.3843012023726, 16.9665439077866 52.3844278144212, 16.9663373345813 52.3889215123679))"
X387Y549,73216,"POLYGON((16.9438857703625 52.3975275075912, 16.9440946879509 52.3930338791475, 16.9514399728229 52.3931614443726, 16.9512318003746 52.3976550933832, 16.9438857703625 52.3975275075912))"
X390Y561,5143,"POLYGON((16.9684006198473 52.3439843524045, 16.9686066496714 52.3394906143487, 16.9759431714124 52.3396165672, 16.9757378844387 52.3441103255531, 16.9684006198473 52.3439843524045))"
X397Y552,1032,"POLYGON((17.017952752991 52.3853013292307, 17.0181540591057 52.3808074864742, 17.0254976488858 52.3809304301732, 17.0253372040153 52.3845255205531, 17.0252970875127 52.3854242927503, 17.017952752991 52.3853013292307))"
X397Y558,11497,"POLYGON((17.019360782727 52.3538443463006, 17.0266999081674 52.3539671711609, 17.0264996635465 52.3584610576091, 17.0191597945385 52.3583382129524, 17.019220096553 52.356990053375, 17.019360782727 52.3538443463006))"
X366Y536,10,"POLYGON((16.7942865934256 52.4487980924339, 16.7940620087233 52.4532912406838, 16.7874429276011 52.4531675536582, 16.7867074771122 52.4531537878042, 16.7869328090856 52.4486606617209, 16.7942865934256 52.4487980924339))"
X368Y539,7180,"POLYGON((16.809440343305 52.4400851859536, 16.8020879347232 52.4399487131853, 16.8023115950751 52.4354555305221, 16.809663256934 52.4355919812844, 16.809440343305 52.4400851859536))"
X373Y544,105,"POLYGON((16.8399496165947 52.4181600080587, 16.8401692533518 52.4136666956794, 16.8460478268266 52.4137739792291, 16.8475174759729 52.4138007544744, 16.8472985850593 52.4182940884702, 16.8399496165947 52.4181600080587))"
X371Y544,7805,"POLYGON((16.8252518536043 52.4178904777716, 16.8254729819876 52.4133972088456, 16.8328210886247 52.413532180467, 16.8326007060443 52.4180254711564, 16.8252518536043 52.4178904777716))"
X372Y549,1419,"POLYGON((16.8337020382494 52.3955589768267, 16.8339221305833 52.3910656656964, 16.8412665691352 52.3912000725247, 16.8410472216445 52.395693405323, 16.835905587186 52.3955993532681, 16.8337020382494 52.3955589768267))"
X401Y543,13,"POLYGON((17.0528943667279 52.4263568775409, 17.0455431097899 52.4262355625483, 17.0457419079098 52.421741676653, 17.0530924182663 52.4218629720831, 17.0528943667279 52.4263568775409))"
X398Y549,4582,"POLYGON((17.0248958061776 52.3944120059681, 17.0322416836643 52.3945345528934, 17.0322016929505 52.3954333272914, 17.0320417090132 52.3990284232933, 17.0246950861783 52.3989058566089, 17.0248958061776 52.3944120059681))"
X386Y568,307,"POLYGON((16.9405139585839 52.3120202285909, 16.9407225749253 52.3075265442688, 16.9480536846036 52.3076541742814, 16.9478458096717 52.3121478791648, 16.947112622098 52.3121351345753, 16.9405139585839 52.3120202285909))"
X367Y532,8492,"POLYGON((16.8005206591329 52.4714008768355, 16.7931630771286 52.4712637925681, 16.7933878989867 52.4667706607645, 16.8007447329119 52.466907722921, 16.8005206591329 52.4714008768355))"
X394Y563,719,"POLYGON((16.9983590163632 52.3310040442467, 17.0056942678202 52.3311281358007, 17.0054920589331 52.335621982591, 16.9981560649407 52.3354978710408, 16.9982778422051 52.3328015754437, 16.9983590163632 52.3310040442467))"
X388Y554,10307,"POLYGON((16.9596144753157 52.3753138352569, 16.9544748168398 52.3752249641388, 16.9522721142683 52.3751868081348, 16.9524800126388 52.3706931390269, 16.9598216295059 52.3708201456762, 16.9596144753157 52.3753138352569))"
X380Y540,552,"POLYGON((16.8905353737373 52.4370627922433, 16.8907500154471 52.4325693463068, 16.8981016229461 52.432700294386, 16.8979519024115 52.4358457217503, 16.8978877280059 52.4371937614418, 16.8905353737373 52.4370627922433))"
X384Y538,16664,"POLYGON((16.9197334182187 52.4420774538411, 16.9270867440459 52.4422066164212, 16.9268757250882 52.4467001591529, 16.9195216520193 52.4465709757393, 16.9197334182187 52.4420774538411))"
X389Y559,156491,"POLYGON((16.9606497008351 52.3528453472028, 16.9608565824051 52.3483516375471, 16.9681945357707 52.3484780864497, 16.9679883974226 52.3529718164842, 16.965786782737 52.3529339235296, 16.9606497008351 52.3528453472028))"
X377Y544,9724,"POLYGON((16.8766950341352 52.4188258450441, 16.8693458359761 52.4186935906778, 16.8695624892377 52.4142001922732, 16.8769109414726 52.4143324253169, 16.8766950341352 52.4188258450441))"
X362Y532,2785,"POLYGON((16.756376061163 52.4705715115501, 16.756604623103 52.4660784914055, 16.7639611584578 52.4662178397258, 16.763733344492 52.4707108823495, 16.7615261531708 52.4706691191247, 16.756376061163 52.4705715115501))"
X389Y547,7212,"POLYGON((16.9655104971393 52.4068962640417, 16.9581628666313 52.4067695498929, 16.9583704032939 52.4022758884198, 16.9657172882312 52.4024025821403, 16.9656759343735 52.4033013188415, 16.9655104971393 52.4068962640417))"
X378Y558,144155,"POLYGON((16.8870513947438 52.3560490999656, 16.8797125650398 52.3559175992282, 16.8799276774099 52.3514241226369, 16.8865319527175 52.351542474725, 16.8872657639106 52.3515556021852, 16.8870513947438 52.3560490999656))"
X393Y545,2629,"POLYGON((16.9871853813999 52.4153623948825, 16.9873491067996 52.4117674067649, 16.9946977000515 52.4118923153802, 16.994493783945 52.4163860702699, 16.9871444446538 52.416261141512, 16.9871853813999 52.4153623948825))"
X374Y558,169325,"POLYGON((16.8576964166331 52.3555203640224, 16.850357814717 52.3553870413163, 16.8505758997016 52.350893650214, 16.8579137584941 52.351026951438, 16.8577833602452 52.3537229994775, 16.8576964166331 52.3555203640224))"
X380Y533,1451,"POLYGON((16.8890312952981 52.4685168002807, 16.889246333765 52.4640233827243, 16.8966031727816 52.4641544787284, 16.8963888824617 52.4686479174341, 16.8890312952981 52.4685168002807))"
X382Y563,2315,"POLYGON((16.9176325994852 52.3305077170145, 16.9174637005903 52.3341025982934, 16.9101283606819 52.3339730240913, 16.9103402210501 52.3294794429636, 16.9176748186521 52.3296089962908, 16.9176325994852 52.3305077170145))"
X384Y552,24155,"POLYGON((16.9300351744116 52.3792965947559, 16.9298249328681 52.3837901939416, 16.9224813033102 52.3836613018138, 16.9226711932456 52.3796170814254, 16.922692289348 52.3791677234027, 16.9300351744116 52.3792965947559))"
X381Y558,161514,"POLYGON((16.9092803612649 52.3519473081634, 16.9090894382845 52.3559915131626, 16.9090682218268 52.3564408690715, 16.9017292233327 52.3563107348953, 16.9019421060333 52.3518171949565, 16.9092803612649 52.3519473081634))"
X380Y548,23630,"POLYGON((16.8995973093388 52.401245911608, 16.8922509237284 52.401115111244, 16.8924651131943 52.3966216328779, 16.8998107536053 52.3967524121567, 16.8995973093388 52.401245911608))"
X375Y558,145900,"POLYGON((16.8576964166331 52.3555203640224, 16.8579137584941 52.351026951438, 16.8652516745065 52.3511597972552, 16.8651433822771 52.3534065147606, 16.8650350757891 52.3556532312485, 16.8576964166331 52.3555203640224))"
X374Y554,2806,"POLYGON((16.849484900225 52.37336056494, 16.8497032150713 52.3688671901521, 16.8570440475302 52.3690005773307, 16.856826476589 52.3734939736181, 16.8553581567243 52.3734673283441, 16.849484900225 52.37336056494))"
X394Y544,2979,"POLYGON((17.0018431770086 52.4165105424435, 17.0016399533844 52.4210043134111, 16.9942898140662 52.4208798211643, 16.994493783945 52.4163860702699, 16.9952287208349 52.4163985380336, 17.0018431770086 52.4165105424435))"
X386Y530,3,"POLYGON((16.9325456813704 52.4827772484298, 16.9327563974472 52.4782837171701, 16.9401158181504 52.4784121314398, 16.9399058509305 52.4829056834193, 16.9325456813704 52.4827772484298))"
X382Y545,67298,"POLYGON((16.9063053175795 52.4148567928291, 16.9065181848928 52.4103632845011, 16.9138661739031 52.4104932142223, 16.913654052417 52.4149867435013, 16.907775060063 52.414882819483, 16.9063053175795 52.4148567928291))"
X398Y548,49,"POLYGON((17.0318416816457 52.4035222897182, 17.0244943132665 52.4033997032708, 17.0246950861783 52.3989058566089, 17.0276337289737 52.3989549380415, 17.0320417090132 52.3990284232933, 17.0318416816457 52.4035222897182))"
X389Y538,1510,"POLYGON((16.9638542040943 52.4428455748329, 16.9636469216373 52.4473392206284, 16.9562925721562 52.4472123224386, 16.956500601952 52.4427186971086, 16.9638542040943 52.4428455748329))"
X386Y528,736,"POLYGON((16.9323349096581 52.4872707756601, 16.9396958282724 52.4873992313738, 16.9394857501567 52.4918927753032, 16.9343325768137 52.4918028898603, 16.9321240822908 52.4917642988611, 16.9323349096581 52.4872707756601))"
X400Y562,140106,"POLYGON((17.0419742753804 52.3407296528276, 17.0421728235752 52.336235711125, 17.0495091340734 52.336357090936, 17.0493113287202 52.3408510521992, 17.0419742753804 52.3407296528276))"
X383Y526,6,"POLYGON((16.9169760939285 52.5004929235965, 16.9096130947013 52.5003630319457, 16.9098262822595 52.4958695794565, 16.9171885318991 52.4959994501493, 16.9169760939285 52.5004929235965))"
X402Y544,22,"POLYGON((17.0532904175853 52.4173690626621, 17.0606402337582 52.4174898818891, 17.0604429808425 52.421983810795, 17.0567676930393 52.4219234485293, 17.0530924182663 52.4218629720831, 17.0532904175853 52.4173690626621))"
X400Y563,30,"POLYGON((17.0421728235752 52.336235711125, 17.0423713195068 52.3317417654523, 17.0497068873588 52.3318631257065, 17.0495091340734 52.336357090936, 17.0421728235752 52.336235711125))"
X372Y535,3422,"POLYGON((16.8381904359158 52.4541063600597, 16.8379702771977 52.4585996356793, 16.8350280174957 52.4585457976132, 16.8306146453997 52.4584649033696, 16.8308355517096 52.4539716494795, 16.8381904359158 52.4541063600597))"
X392Y565,630,"POLYGON((16.984097385367 52.3217669104053, 16.9914310453876 52.3218918720588, 16.9912274586503 52.3263856867798, 16.988293691357 52.3263357486773, 16.9838930565218 52.3262607049917, 16.984097385367 52.3217669104053))"
X384Y526,3,"POLYGON((16.9243391492648 52.5006223573422, 16.9169760939285 52.5004929235965, 16.9170398312102 52.4991448819863, 16.9171885318991 52.4959994501493, 16.9245508376281 52.4961288630107, 16.9243391492648 52.5006223573422))"
X385Y526,4,"POLYGON((16.9317022605125 52.5007513331747, 16.9243391492648 52.5006223573422, 16.9244661689909 52.4979262612273, 16.9245508376281 52.4961288630107, 16.9319131992488 52.4962578180326, 16.9317022605125 52.5007513331747))"
X389Y566,1,"POLYGON((16.9620967286909 52.3213892953044, 16.9623032293941 52.3168955575465, 16.9696359856706 52.3170218639125, 16.9694302268237 52.3215156220204, 16.9620967286909 52.3213892953044))"
X387Y562,2,"POLYGON((16.9541412299291 52.3347436414757, 16.9539337690849 52.3392373427358, 16.9473310440116 52.3391227763522, 16.9465974106297 52.3391100239897, 16.9468056140719 52.3346163432425, 16.9541412299291 52.3347436414757))"
X399Y563,25,"POLYGON((17.0421728235752 52.336235711125, 17.0348365653399 52.3361138760055, 17.0350358038995 52.3316199499628, 17.0423713195068 52.3317417654523, 17.0422919274045 52.3335393441978, 17.0421728235752 52.336235711125))"
X401Y561,17,"POLYGON((17.0564513197616 52.3454659729697, 17.0491134712808 52.3453450094961, 17.0491332593691 52.3448956139449, 17.0493113287202 52.3408510521992, 17.056648434146 52.3409719961815, 17.0564513197616 52.3454659729697))"
X390Y564,1,"POLYGON((16.9765587081798 52.326135268102, 16.9763535832641 52.3306290384743, 16.9704855496342 52.3305283450722, 16.9690185466385 52.3305031262054, 16.9692244138193 52.3260093761181, 16.9765587081798 52.326135268102))"
X374Y537,3307,"POLYGON((16.853118984153 52.4498810870409, 16.8457647314249 52.449747312205, 16.8459840267904 52.4452540067688, 16.8533375322795 52.4453877600311, 16.8531626983908 52.448982421965, 16.853118984153 52.4498810870409))"
X396Y553,1318,"POLYGON((17.0108105223598 52.3806840867557, 17.0110125199675 52.3761902599064, 17.0183553121862 52.3763136397349, 17.0181540591057 52.3808074864742, 17.0144822840913 52.3807458436169, 17.0108105223598 52.3806840867557))"
X378Y548,14502,"POLYGON((16.882915865069 52.3964509378266, 16.8851195292246 52.3964903974184, 16.884904594579 52.4009838546261, 16.8775583220867 52.4008521417622, 16.877774001892 52.3963587057865, 16.882915865069 52.3964509378266))"
X391Y539,110,"POLYGON((16.9787673056431 52.4386042687801, 16.9786850187785 52.4404017454644, 16.9785615722008 52.4430979592897, 16.9712078609095 52.4429719955625, 16.9714143415323 52.4384783253672, 16.9787673056431 52.4386042687801))"
X370Y558,133772,"POLYGON((16.8210703066526 52.3535012049533, 16.8212250406348 52.3503558914144, 16.8285626685956 52.3504910141834, 16.8283423543613 52.3549843403998, 16.8210039833577 52.3548491958556, 16.8210703066526 52.3535012049533))"
X391Y545,7795,"POLYGON((16.9797951593313 52.4161357561776, 16.972445928174 52.4160099142742, 16.9726520823416 52.4115162200329, 16.9800005674976 52.4116420416466, 16.9797951593313 52.4161357561776))"
X388Y530,430,"POLYGON((16.9474752942722 52.4785400881491, 16.9548348256154 52.4786675872903, 16.9546263561677 52.4831611804886, 16.9472660759287 52.4830336607749, 16.9474752942722 52.4785400881491))"
X396Y563,60859,"POLYGON((17.0203649301998 52.3313749533075, 17.0201642064394 52.3358688398705, 17.0128281061644 52.33574563887, 17.0130295724974 52.3312517721568, 17.0203649301998 52.3313749533075))"
X383Y559,146728,"POLYGON((16.9241676364838 52.3477125615178, 16.923957039092 52.3522061681801, 16.9166186723495 52.3520769659073, 16.9168300128477 52.3475833800635, 16.9241676364838 52.3477125615178))"
X374Y559,9946,"POLYGON((16.8505758997016 52.350893650214, 16.8507939272711 52.3464002550333, 16.8581310431352 52.3465335347795, 16.8579137584941 52.351026951438, 16.8505758997016 52.350893650214))"
X390Y550,65735,"POLYGON((16.9663373345813 52.3889215123679, 16.9736820384258 52.3890476887156, 16.9734967464856 52.3930920317461, 16.9734761557793 52.3935414029936, 16.9661307069331 52.3934152063034, 16.9663373345813 52.3889215123679))"
X386Y550,1895,"POLYGON((16.9440946879509 52.3930338791475, 16.9382184996799 52.3929314985299, 16.9367494581289 52.3929058577597, 16.9369590655923 52.3884122459284, 16.9443035504894 52.38854024668, 16.9440946879509 52.3930338791475))"
X377Y535,2779,"POLYGON((16.8673933833973 52.4591339933095, 16.867610551545 52.4546406315078, 16.8749657241693 52.4547730566106, 16.874835878749 52.457469086996, 16.8747493037148 52.4592664397737, 16.8673933833973 52.4591339933095))"
X396Y539,146,"POLYGON((17.0079769581921 52.4435972440198, 17.0081797027226 52.439103472989, 17.015532936168 52.4392271316422, 17.0154925409797 52.4401258901563, 17.0153309389126 52.4437209226193, 17.0079769581921 52.4435972440198))"
X391Y546,14003,"POLYGON((16.9726520823416 52.4115162200329, 16.9728169665483 52.4079212617544, 16.9728581821669 52.4070225217841, 16.9802059215177 52.4071483231123, 16.9800005674976 52.4116420416466, 16.9726520823416 52.4115162200329))"
X386Y566,137,"POLYGON((16.9400965611862 52.321007585155, 16.9403052873439 52.3165139088863, 16.947637880036 52.3166415800257, 16.9474298956773 52.321135276864, 16.9400965611862 52.321007585155))"
X377Y548,13321,"POLYGON((16.8775583220867 52.4008521417622, 16.8702121064475 52.4007199726605, 16.8704285313926 52.3962265579902, 16.877774001892 52.3963587057865, 16.8775583220867 52.4008521417622))"
X378Y538,4135,"POLYGON((16.8827521287004 52.4459182035151, 16.8753983938189 52.4457862780952, 16.8756146430541 52.4412928827433, 16.8814970287078 52.4413984426116, 16.8829676308127 52.4414247868882, 16.8827521287004 52.4459182035151))"
X372Y544,804,"POLYGON((16.8401692533518 52.4136666956794, 16.8399496165947 52.4181600080587, 16.8326007060443 52.4180254711564, 16.8328210886247 52.413532180467, 16.8401692533518 52.4136666956794))"
X381Y540,19208,"POLYGON((16.8978877280059 52.4371937614418, 16.8981016229461 52.432700294386, 16.9054532868485 52.4328307856889, 16.9053680343342 52.434628181415, 16.9052401386978 52.4373242737904, 16.8978877280059 52.4371937614418))"
X377Y538,1510,"POLYGON((16.8682617123286 52.4411605216991, 16.8756146430541 52.4412928827433, 16.8753983938189 52.4457862780952, 16.8680447159905 52.4456538957025, 16.8682617123286 52.4411605216991))"
X385Y561,1070,"POLYGON((16.9390521059582 52.3434759060948, 16.9317151145811 52.3433476561275, 16.9318409674812 52.340651475329, 16.9319248583709 52.3388540206572, 16.9392611069933 52.3389822499609, 16.9390521059582 52.3434759060948))"
X377Y556,6749,"POLYGON((16.8719419103144 52.3647725414479, 16.8721578795868 52.36027909425, 16.8794973960156 52.3604110717583, 16.8792821703176 52.3649045402272, 16.8748780074999 52.3648253956372, 16.8719419103144 52.3647725414479))"
X391Y542,34871,"POLYGON((16.9718271394261 52.429490972953, 16.9720334567353 52.4249972907344, 16.9793841804846 52.4251231732292, 16.979240286674 52.428268765414, 16.979178609766 52.4296168757498, 16.9718271394261 52.429490972953))"
X386Y539,6021,"POLYGON((16.9344401255295 52.4423353220459, 16.9346503417662 52.4378417545255, 16.9353856082605 52.4378545978836, 16.9420030316255 52.4379699825048, 16.9417935624729 52.4424635707073, 16.9344401255295 52.4423353220459))"
X370Y534,408,"POLYGON((16.8156810967639 52.4626872734374, 16.8159035568839 52.4581940673254, 16.8232590718961 52.4583297139155, 16.8230373595236 52.4628229419087, 16.8164167204012 52.4627008608587, 16.8156810967639 52.4626872734374))"
X392Y553,58591,"POLYGON((16.9887802322854 52.3803111515598, 16.9814369096344 52.3801859278397, 16.9816418851636 52.3756921812837, 16.9889844633625 52.3758173848204, 16.9889231996891 52.3771655152621, 16.9887802322854 52.3803111515598))"
X383Y548,83397,"POLYGON((16.914502202967 52.3970126021408, 16.9211134281622 52.3971290922905, 16.9218480115259 52.39714201283, 16.9216368029758 52.401635575096, 16.9142902491585 52.401506143542, 16.914502202967 52.3970126021408))"
