day_type,bigger_id,c_users,geo
sobota,X393Y560,15,"POLYGON((16.9975468899944 52.3489793274576, 16.9902087207149 52.3488547004114, 16.9904125755978 52.3443609056817, 16.9940812819903 52.3444232660898, 16.997750001775 52.3444855126463, 16.9975468899944 52.3489793274576))"
niedziela,X393Y560,9,"POLYGON((16.9975468899944 52.3489793274576, 16.9902087207149 52.3488547004114, 16.9904125755978 52.3443609056817, 16.9940812819903 52.3444232660898, 16.997750001775 52.3444855126463, 16.9975468899944 52.3489793274576))"
dzien_roboczy,X393Y560,14,"POLYGON((16.9975468899944 52.3489793274576, 16.9902087207149 52.3488547004114, 16.9904125755978 52.3443609056817, 16.9940812819903 52.3444232660898, 16.997750001775 52.3444855126463, 16.9975468899944 52.3489793274576))"
sobota,X380Y557,2,"POLYGON((16.901516284564 52.3608042707856, 16.8941765986997 52.3606736600342, 16.8943902809066 52.3561801451906, 16.9017292233327 52.3563107348953, 16.901686640065 52.3572094423972, 16.901516284564 52.3608042707856))"
niedziela,X380Y557,2,"POLYGON((16.901516284564 52.3608042707856, 16.8941765986997 52.3606736600342, 16.8943902809066 52.3561801451906, 16.9017292233327 52.3563107348953, 16.901686640065 52.3572094423972, 16.901516284564 52.3608042707856))"
dzien_roboczy,X380Y557,3,"POLYGON((16.901516284564 52.3608042707856, 16.8941765986997 52.3606736600342, 16.8943902809066 52.3561801451906, 16.9017292233327 52.3563107348953, 16.901686640065 52.3572094423972, 16.901516284564 52.3608042707856))"
sobota,X376Y541,3,"POLYGON((16.8689123580453 52.4276803752869, 16.8686955333359 52.4321737614912, 16.8672252527704 52.4321472430097, 16.8613441534157 52.4320409863871, 16.8615617246183 52.4275476215918, 16.8689123580453 52.4276803752869))"
niedziela,X376Y541,4,"POLYGON((16.8689123580453 52.4276803752869, 16.8686955333359 52.4321737614912, 16.8672252527704 52.4321472430097, 16.8613441534157 52.4320409863871, 16.8615617246183 52.4275476215918, 16.8689123580453 52.4276803752869))"
dzien_roboczy,X376Y541,3,"POLYGON((16.8689123580453 52.4276803752869, 16.8686955333359 52.4321737614912, 16.8672252527704 52.4321472430097, 16.8613441534157 52.4320409863871, 16.8615617246183 52.4275476215918, 16.8689123580453 52.4276803752869))"
sobota,X379Y553,21,"POLYGON((16.8859787016337 52.3785165280123, 16.8861933532919 52.3740230505173, 16.8935352143015 52.3741541802482, 16.8933213068438 52.3786476788804, 16.8867129596128 52.3785296636138, 16.8859787016337 52.3785165280123))"
niedziela,X379Y553,21,"POLYGON((16.8859787016337 52.3785165280123, 16.8861933532919 52.3740230505173, 16.8935352143015 52.3741541802482, 16.8933213068438 52.3786476788804, 16.8867129596128 52.3785296636138, 16.8859787016337 52.3785165280123))"
dzien_roboczy,X379Y553,18,"POLYGON((16.8859787016337 52.3785165280123, 16.8861933532919 52.3740230505173, 16.8935352143015 52.3741541802482, 16.8933213068438 52.3786476788804, 16.8867129596128 52.3785296636138, 16.8859787016337 52.3785165280123))"
sobota,X392Y536,5,"POLYGON((16.9781499424589 52.4520853282976, 16.985505203019 52.4522108755083, 16.9853410885114 52.4558058348292, 16.9853000544713 52.4567045742595, 16.9779440461212 52.4565790067958, 16.9781499424589 52.4520853282976))"
niedziela,X392Y536,5,"POLYGON((16.9781499424589 52.4520853282976, 16.985505203019 52.4522108755083, 16.9853410885114 52.4558058348292, 16.9853000544713 52.4567045742595, 16.9779440461212 52.4565790067958, 16.9781499424589 52.4520853282976))"
dzien_roboczy,X392Y536,6,"POLYGON((16.9781499424589 52.4520853282976, 16.985505203019 52.4522108755083, 16.9853410885114 52.4558058348292, 16.9853000544713 52.4567045742595, 16.9779440461212 52.4565790067958, 16.9781499424589 52.4520853282976))"
sobota,X397Y559,53,"POLYGON((17.019360782727 52.3538443463006, 17.0195617179928 52.3493504756665, 17.026900100061 52.3494732807343, 17.0266999081674 52.3539671711609, 17.0200946928927 52.3538566492878, 17.019360782727 52.3538443463006))"
niedziela,X397Y559,48,"POLYGON((17.019360782727 52.3538443463006, 17.0195617179928 52.3493504756665, 17.026900100061 52.3494732807343, 17.0266999081674 52.3539671711609, 17.0200946928927 52.3538566492878, 17.019360782727 52.3538443463006))"
dzien_roboczy,X397Y559,54,"POLYGON((17.019360782727 52.3538443463006, 17.0195617179928 52.3493504756665, 17.026900100061 52.3494732807343, 17.0266999081674 52.3539671711609, 17.0200946928927 52.3538566492878, 17.019360782727 52.3538443463006))"
sobota,X391Y558,2,"POLYGON((16.9751216990984 52.3575915765732, 16.9753271483006 52.3530978302398, 16.9789965440374 52.353160666293, 16.9826659532737 52.3532233884618, 16.9824612475267 52.3577171550316, 16.9751216990984 52.3575915765732))"
niedziela,X391Y558,1,"POLYGON((16.9751216990984 52.3575915765732, 16.9753271483006 52.3530978302398, 16.9789965440374 52.353160666293, 16.9826659532737 52.3532233884618, 16.9824612475267 52.3577171550316, 16.9751216990984 52.3575915765732))"
dzien_roboczy,X391Y558,1,"POLYGON((16.9751216990984 52.3575915765732, 16.9753271483006 52.3530978302398, 16.9789965440374 52.353160666293, 16.9826659532737 52.3532233884618, 16.9824612475267 52.3577171550316, 16.9751216990984 52.3575915765732))"
sobota,X368Y552,2,"POLYGON((16.8074164057156 52.3770846796247, 16.8125557924914 52.3771799473285, 16.8123336414157 52.3816732053175, 16.8049909249268 52.3815370182808, 16.8052138201768 52.37704378224, 16.8074164057156 52.3770846796247))"
niedziela,X368Y552,2,"POLYGON((16.8074164057156 52.3770846796247, 16.8125557924914 52.3771799473285, 16.8123336414157 52.3816732053175, 16.8049909249268 52.3815370182808, 16.8052138201768 52.37704378224, 16.8074164057156 52.3770846796247))"
dzien_roboczy,X368Y552,3,"POLYGON((16.8074164057156 52.3770846796247, 16.8125557924914 52.3771799473285, 16.8123336414157 52.3816732053175, 16.8049909249268 52.3815370182808, 16.8052138201768 52.37704378224, 16.8074164057156 52.3770846796247))"
sobota,X391Y562,2,"POLYGON((16.9832797471917 52.3397420647375, 16.9759431714124 52.3396165672, 16.976107362083 52.3360215576328, 16.9761484043479 52.3351228048404, 16.983484237453 52.3352482821579, 16.9832797471917 52.3397420647375))"
niedziela,X391Y562,2,"POLYGON((16.9832797471917 52.3397420647375, 16.9759431714124 52.3396165672, 16.976107362083 52.3360215576328, 16.9761484043479 52.3351228048404, 16.983484237453 52.3352482821579, 16.9832797471917 52.3397420647375))"
dzien_roboczy,X391Y562,1,"POLYGON((16.9832797471917 52.3397420647375, 16.9759431714124 52.3396165672, 16.976107362083 52.3360215576328, 16.9761484043479 52.3351228048404, 16.983484237453 52.3352482821579, 16.9832797471917 52.3397420647375))"
sobota,X369Y547,1,"POLYGON((16.8187902053215 52.3997820149734, 16.8185685065414 52.4042752743538, 16.8119566548661 52.404153038338, 16.8112220076082 52.4041394337465, 16.811444451562 52.3996461962632, 16.8187902053215 52.3997820149734))"
niedziela,X369Y547,1,"POLYGON((16.8187902053215 52.3997820149734, 16.8185685065414 52.4042752743538, 16.8119566548661 52.404153038338, 16.8112220076082 52.4041394337465, 16.811444451562 52.3996461962632, 16.8187902053215 52.3997820149734))"
dzien_roboczy,X369Y547,1,"POLYGON((16.8187902053215 52.3997820149734, 16.8185685065414 52.4042752743538, 16.8119566548661 52.404153038338, 16.8112220076082 52.4041394337465, 16.811444451562 52.3996461962632, 16.8187902053215 52.3997820149734))"
sobota,X383Y551,186,"POLYGON((16.9224813033102 52.3836613018138, 16.9222702616736 52.3881548761888, 16.9149259430437 52.3880255072166, 16.9149471241857 52.3875761520461, 16.915137729351 52.3835319536938, 16.9224813033102 52.3836613018138))"
niedziela,X383Y551,182,"POLYGON((16.9224813033102 52.3836613018138, 16.9222702616736 52.3881548761888, 16.9149259430437 52.3880255072166, 16.9149471241857 52.3875761520461, 16.915137729351 52.3835319536938, 16.9224813033102 52.3836613018138))"
dzien_roboczy,X383Y551,149,"POLYGON((16.9224813033102 52.3836613018138, 16.9222702616736 52.3881548761888, 16.9149259430437 52.3880255072166, 16.9149471241857 52.3875761520461, 16.915137729351 52.3835319536938, 16.9224813033102 52.3836613018138))"
sobota,X387Y552,202,"POLYGON((16.9469240199165 52.3795912686132, 16.9520641611207 52.3796804732234, 16.9518561531767 52.3841741342926, 16.9445123579972 52.3840466101889, 16.9447211104936 52.3795529696741, 16.9469240199165 52.3795912686132))"
niedziela,X387Y552,209,"POLYGON((16.9469240199165 52.3795912686132, 16.9520641611207 52.3796804732234, 16.9518561531767 52.3841741342926, 16.9445123579972 52.3840466101889, 16.9447211104936 52.3795529696741, 16.9469240199165 52.3795912686132))"
dzien_roboczy,X387Y552,160,"POLYGON((16.9469240199165 52.3795912686132, 16.9520641611207 52.3796804732234, 16.9518561531767 52.3841741342926, 16.9445123579972 52.3840466101889, 16.9447211104936 52.3795529696741, 16.9469240199165 52.3795912686132))"
niedziela,X362Y531,1,"POLYGON((16.756147438897 52.4750645275603, 16.756376061163 52.4705715115501, 16.763733344492 52.4707108823495, 16.7635054703972 52.4752039208432, 16.7583548420196 52.4751063935678, 16.756147438897 52.4750645275603))"
dzien_roboczy,X362Y531,1,"POLYGON((16.756147438897 52.4750645275603, 16.756376061163 52.4705715115501, 16.763733344492 52.4707108823495, 16.7635054703972 52.4752039208432, 16.7583548420196 52.4751063935678, 16.756147438897 52.4750645275603))"
dzien_roboczy,X381Y528,1,"POLYGON((16.8953380419127 52.490665708543, 16.8955311553605 52.4866216317528, 16.9028917937257 52.4867523758861, 16.9026779695484 52.4912458154364, 16.8953165820303 52.4911150502061, 16.8953380419127 52.490665708543))"
sobota,X374Y553,1,"POLYGON((16.856826476589 52.3734939736181, 16.8566088483275 52.3779873658311, 16.8492665278628 52.3778539356491, 16.849484900225 52.37336056494, 16.856826476589 52.3734939736181))"
dzien_roboczy,X374Y553,1,"POLYGON((16.856826476589 52.3734939736181, 16.8566088483275 52.3779873658311, 16.8492665278628 52.3778539356491, 16.849484900225 52.37336056494, 16.856826476589 52.3734939736181))"
sobota,X382Y554,22,"POLYGON((16.9084314681982 52.3699215275302, 16.91063384795 52.3699604977909, 16.9157727535838 52.3700512688833, 16.9155611346015 52.374544834527, 16.9082191051519 52.3744150722611, 16.9084314681982 52.3699215275302))"
niedziela,X382Y554,20,"POLYGON((16.9084314681982 52.3699215275302, 16.91063384795 52.3699604977909, 16.9157727535838 52.3700512688833, 16.9155611346015 52.374544834527, 16.9082191051519 52.3744150722611, 16.9084314681982 52.3699215275302))"
dzien_roboczy,X382Y554,18,"POLYGON((16.9084314681982 52.3699215275302, 16.91063384795 52.3699604977909, 16.9157727535838 52.3700512688833, 16.9155611346015 52.374544834527, 16.9082191051519 52.3744150722611, 16.9084314681982 52.3699215275302))"
sobota,X384Y547,178,"POLYGON((16.9216156790589 52.4020849311006, 16.9216368029758 52.401635575096, 16.92898341247 52.4017645503642, 16.9287728937171 52.4062581293894, 16.9214255387489 52.4061291333256, 16.9216156790589 52.4020849311006))"
niedziela,X384Y547,180,"POLYGON((16.9216156790589 52.4020849311006, 16.9216368029758 52.401635575096, 16.92898341247 52.4017645503642, 16.9287728937171 52.4062581293894, 16.9214255387489 52.4061291333256, 16.9216156790589 52.4020849311006))"
dzien_roboczy,X384Y547,151,"POLYGON((16.9216156790589 52.4020849311006, 16.9216368029758 52.401635575096, 16.92898341247 52.4017645503642, 16.9287728937171 52.4062581293894, 16.9214255387489 52.4061291333256, 16.9216156790589 52.4020849311006))"
sobota,X383Y565,8,"POLYGON((16.9188302025285 52.3206347063036, 16.9254300572098 52.3207508367988, 16.9252197921852 52.3252444676736, 16.9178858811536 52.3251153902487, 16.9180968881142 52.3206217801672, 16.9188302025285 52.3206347063036))"
niedziela,X383Y565,8,"POLYGON((16.9188302025285 52.3206347063036, 16.9254300572098 52.3207508367988, 16.9252197921852 52.3252444676736, 16.9178858811536 52.3251153902487, 16.9180968881142 52.3206217801672, 16.9188302025285 52.3206347063036))"
dzien_roboczy,X383Y565,6,"POLYGON((16.9188302025285 52.3206347063036, 16.9254300572098 52.3207508367988, 16.9252197921852 52.3252444676736, 16.9178858811536 52.3251153902487, 16.9180968881142 52.3206217801672, 16.9188302025285 52.3206347063036))"
sobota,X379Y549,49,"POLYGON((16.8851195292246 52.3964903974184, 16.885334407233 52.3919969361531, 16.892679246219 52.3921281504583, 16.8925721867606 52.3943748921748, 16.8924651131943 52.3966216328779, 16.8851195292246 52.3964903974184))"
niedziela,X379Y549,53,"POLYGON((16.8851195292246 52.3964903974184, 16.885334407233 52.3919969361531, 16.892679246219 52.3921281504583, 16.8925721867606 52.3943748921748, 16.8924651131943 52.3966216328779, 16.8851195292246 52.3964903974184))"
dzien_roboczy,X379Y549,43,"POLYGON((16.8851195292246 52.3964903974184, 16.885334407233 52.3919969361531, 16.892679246219 52.3921281504583, 16.8925721867606 52.3943748921748, 16.8924651131943 52.3966216328779, 16.8851195292246 52.3964903974184))"
sobota,X366Y545,3,"POLYGON((16.7960811402625 52.4128527584354, 16.7887333270177 52.4127155048934, 16.7887782913228 52.4118168725982, 16.78895812484 52.4082223417713, 16.796305192581 52.4083595731871, 16.7960811402625 52.4128527584354))"
niedziela,X366Y545,1,"POLYGON((16.7960811402625 52.4128527584354, 16.7887333270177 52.4127155048934, 16.7887782913228 52.4118168725982, 16.78895812484 52.4082223417713, 16.796305192581 52.4083595731871, 16.7960811402625 52.4128527584354))"
dzien_roboczy,X366Y545,4,"POLYGON((16.7960811402625 52.4128527584354, 16.7887333270177 52.4127155048934, 16.7887782913228 52.4118168725982, 16.78895812484 52.4082223417713, 16.796305192581 52.4083595731871, 16.7960811402625 52.4128527584354))"
sobota,X395Y541,3,"POLYGON((17.0012333453326 52.4299918433725, 17.0085850313819 52.4301159189653, 17.0083823937796 52.4346096979709, 17.002500443164 52.4345104580383, 17.0010299608673 52.4344856023662, 17.0012333453326 52.4299918433725))"
niedziela,X395Y541,2,"POLYGON((17.0012333453326 52.4299918433725, 17.0085850313819 52.4301159189653, 17.0083823937796 52.4346096979709, 17.002500443164 52.4345104580383, 17.0010299608673 52.4344856023662, 17.0012333453326 52.4299918433725))"
dzien_roboczy,X395Y541,4,"POLYGON((17.0012333453326 52.4299918433725, 17.0085850313819 52.4301159189653, 17.0083823937796 52.4346096979709, 17.002500443164 52.4345104580383, 17.0010299608673 52.4344856023662, 17.0012333453326 52.4299918433725))"
sobota,X381Y547,113,"POLYGON((16.8993838088072 52.4057394070102, 16.8995973093388 52.401245911608, 16.9069437512142 52.40137625571, 16.9067309960978 52.4058697721281, 16.9001185250067 52.4057524640572, 16.8993838088072 52.4057394070102))"
niedziela,X381Y547,117,"POLYGON((16.8993838088072 52.4057394070102, 16.8995973093388 52.401245911608, 16.9069437512142 52.40137625571, 16.9067309960978 52.4058697721281, 16.9001185250067 52.4057524640572, 16.8993838088072 52.4057394070102))"
dzien_roboczy,X381Y547,117,"POLYGON((16.8993838088072 52.4057394070102, 16.8995973093388 52.401245911608, 16.9069437512142 52.40137625571, 16.9067309960978 52.4058697721281, 16.9001185250067 52.4057524640572, 16.8993838088072 52.4057394070102))"
sobota,X373Y552,8,"POLYGON((16.8490480979647 52.3823473022794, 16.8417050907598 52.3822133946775, 16.8418366021933 52.3795173881383, 16.8419242649341 52.3777200496288, 16.8492665278628 52.3778539356491, 16.8490480979647 52.3823473022794))"
niedziela,X373Y552,5,"POLYGON((16.8490480979647 52.3823473022794, 16.8417050907598 52.3822133946775, 16.8418366021933 52.3795173881383, 16.8419242649341 52.3777200496288, 16.8492665278628 52.3778539356491, 16.8490480979647 52.3823473022794))"
dzien_roboczy,X373Y552,9,"POLYGON((16.8490480979647 52.3823473022794, 16.8417050907598 52.3822133946775, 16.8418366021933 52.3795173881383, 16.8419242649341 52.3777200496288, 16.8492665278628 52.3778539356491, 16.8490480979647 52.3823473022794))"
sobota,X374Y535,3,"POLYGON((16.8526817148897 52.4588677288326, 16.8453259670933 52.4587339108364, 16.8455453781993 52.4542406135609, 16.8529003783632 52.4543744099748, 16.8526817148897 52.4588677288326))"
niedziela,X374Y535,10,"POLYGON((16.8526817148897 52.4588677288326, 16.8453259670933 52.4587339108364, 16.8455453781993 52.4542406135609, 16.8529003783632 52.4543744099748, 16.8526817148897 52.4588677288326))"
dzien_roboczy,X374Y535,3,"POLYGON((16.8526817148897 52.4588677288326, 16.8453259670933 52.4587339108364, 16.8455453781993 52.4542406135609, 16.8529003783632 52.4543744099748, 16.8526817148897 52.4588677288326))"
sobota,X378Y552,38,"POLYGON((16.8784207003889 52.3828783734882, 16.8786361529814 52.3783849212652, 16.8859787016337 52.3785165280123, 16.8857854667849 52.3825606542888, 16.8857639934177 52.38301000145, 16.8784207003889 52.3828783734882))"
niedziela,X378Y552,38,"POLYGON((16.8784207003889 52.3828783734882, 16.8786361529814 52.3783849212652, 16.8859787016337 52.3785165280123, 16.8857854667849 52.3825606542888, 16.8857639934177 52.38301000145, 16.8784207003889 52.3828783734882))"
dzien_roboczy,X378Y552,30,"POLYGON((16.8784207003889 52.3828783734882, 16.8786361529814 52.3783849212652, 16.8859787016337 52.3785165280123, 16.8857854667849 52.3825606542888, 16.8857639934177 52.38301000145, 16.8784207003889 52.3828783734882))"
sobota,X378Y550,62,"POLYGON((16.8779896248642 52.3918652657489, 16.8782051910232 52.3873718216494, 16.8789395922308 52.3873850070884, 16.885549228624 52.3875034708303, 16.885334407233 52.3919969361531, 16.8779896248642 52.3918652657489))"
niedziela,X378Y550,68,"POLYGON((16.8779896248642 52.3918652657489, 16.8782051910232 52.3873718216494, 16.8789395922308 52.3873850070884, 16.885549228624 52.3875034708303, 16.885334407233 52.3919969361531, 16.8779896248642 52.3918652657489))"
dzien_roboczy,X378Y550,56,"POLYGON((16.8779896248642 52.3918652657489, 16.8782051910232 52.3873718216494, 16.8789395922308 52.3873850070884, 16.885549228624 52.3875034708303, 16.885334407233 52.3919969361531, 16.8779896248642 52.3918652657489))"
sobota,X374Y548,4,"POLYGON((16.8481738026082 52.4003207280095, 16.8483924628522 52.3958273776957, 16.8557377616768 52.3959608939366, 16.8556506025026 52.3977582431614, 16.8555198465122 52.400454265776, 16.8481738026082 52.4003207280095))"
niedziela,X374Y548,4,"POLYGON((16.8481738026082 52.4003207280095, 16.8483924628522 52.3958273776957, 16.8557377616768 52.3959608939366, 16.8556506025026 52.3977582431614, 16.8555198465122 52.400454265776, 16.8481738026082 52.4003207280095))"
dzien_roboczy,X374Y548,5,"POLYGON((16.8481738026082 52.4003207280095, 16.8483924628522 52.3958273776957, 16.8557377616768 52.3959608939366, 16.8556506025026 52.3977582431614, 16.8555198465122 52.400454265776, 16.8481738026082 52.4003207280095))"
sobota,X369Y544,2,"POLYGON((16.8107769437681 52.4131258964088, 16.8181249336367 52.4132617808234, 16.8179030594711 52.4177550279125, 16.8105543238406 52.4176191215875, 16.810710163952 52.4144738643931, 16.8107769437681 52.4131258964088))"
niedziela,X369Y544,2,"POLYGON((16.8107769437681 52.4131258964088, 16.8181249336367 52.4132617808234, 16.8179030594711 52.4177550279125, 16.8105543238406 52.4176191215875, 16.810710163952 52.4144738643931, 16.8107769437681 52.4131258964088))"
dzien_roboczy,X369Y544,2,"POLYGON((16.8107769437681 52.4131258964088, 16.8181249336367 52.4132617808234, 16.8179030594711 52.4177550279125, 16.8105543238406 52.4176191215875, 16.810710163952 52.4144738643931, 16.8107769437681 52.4131258964088))"
sobota,X392Y554,4,"POLYGON((16.9891273931052 52.3726717457235, 16.9889844633625 52.3758173848204, 16.9816418851636 52.3756921812837, 16.9818468066985 52.3711984307248, 16.989188640641 52.3713236140822, 16.9891273931052 52.3726717457235))"
niedziela,X392Y554,5,"POLYGON((16.9891273931052 52.3726717457235, 16.9889844633625 52.3758173848204, 16.9816418851636 52.3756921812837, 16.9818468066985 52.3711984307248, 16.989188640641 52.3713236140822, 16.9891273931052 52.3726717457235))"
dzien_roboczy,X392Y554,5,"POLYGON((16.9891273931052 52.3726717457235, 16.9889844633625 52.3758173848204, 16.9816418851636 52.3756921812837, 16.9818468066985 52.3711984307248, 16.989188640641 52.3713236140822, 16.9891273931052 52.3726717457235))"
sobota,X367Y548,11,"POLYGON((16.8040987564192 52.399509921389, 16.796753120089 52.3993731903594, 16.7969769953198 52.3948799927802, 16.8043218867135 52.3950167017704, 16.8042549537993 52.3963646680871, 16.8040987564192 52.399509921389))"
niedziela,X367Y548,6,"POLYGON((16.8040987564192 52.399509921389, 16.796753120089 52.3993731903594, 16.7969769953198 52.3948799927802, 16.8043218867135 52.3950167017704, 16.8042549537993 52.3963646680871, 16.8040987564192 52.399509921389))"
dzien_roboczy,X367Y548,13,"POLYGON((16.8040987564192 52.399509921389, 16.796753120089 52.3993731903594, 16.7969769953198 52.3948799927802, 16.8043218867135 52.3950167017704, 16.8042549537993 52.3963646680871, 16.8040987564192 52.399509921389))"
sobota,X404Y542,6,"POLYGON((17.0674004269554 52.43109207755, 17.0675970371209 52.4265981371434, 17.0749484501829 52.4267180817387, 17.0747525868502 52.431212041491, 17.0674004269554 52.43109207755))"
niedziela,X404Y542,6,"POLYGON((17.0674004269554 52.43109207755, 17.0675970371209 52.4265981371434, 17.0749484501829 52.4267180817387, 17.0747525868502 52.431212041491, 17.0674004269554 52.43109207755))"
dzien_roboczy,X404Y542,5,"POLYGON((17.0674004269554 52.43109207755, 17.0675970371209 52.4265981371434, 17.0749484501829 52.4267180817387, 17.0747525868502 52.431212041491, 17.0674004269554 52.43109207755))"
sobota,X397Y561,10,"POLYGON((17.0273003257403 52.3404854879462, 17.0271002392458 52.3449793863293, 17.0197626003544 52.3448566010501, 17.0199634298305 52.3403627224514, 17.0273003257403 52.3404854879462))"
niedziela,X397Y561,7,"POLYGON((17.0273003257403 52.3404854879462, 17.0271002392458 52.3449793863293, 17.0197626003544 52.3448566010501, 17.0199634298305 52.3403627224514, 17.0273003257403 52.3404854879462))"
dzien_roboczy,X397Y561,11,"POLYGON((17.0273003257403 52.3404854879462, 17.0271002392458 52.3449793863293, 17.0197626003544 52.3448566010501, 17.0199634298305 52.3403627224514, 17.0273003257403 52.3404854879462))"
sobota,X379Y552,32,"POLYGON((16.8909043322131 52.3831018697321, 16.8857639934177 52.38301000145, 16.8859787016337 52.3785165280123, 16.8933213068438 52.3786476788804, 16.893107343024 52.3831411734595, 16.8909043322131 52.3831018697321))"
niedziela,X379Y552,33,"POLYGON((16.8909043322131 52.3831018697321, 16.8857639934177 52.38301000145, 16.8859787016337 52.3785165280123, 16.8933213068438 52.3786476788804, 16.893107343024 52.3831411734595, 16.8909043322131 52.3831018697321))"
dzien_roboczy,X379Y552,28,"POLYGON((16.8909043322131 52.3831018697321, 16.8857639934177 52.38301000145, 16.8859787016337 52.3785165280123, 16.8933213068438 52.3786476788804, 16.893107343024 52.3831411734595, 16.8909043322131 52.3831018697321))"
sobota,X370Y540,44,"POLYGON((16.8243667568 52.435863512546, 16.8170149775744 52.4357279752951, 16.8172370858748 52.4312347445957, 16.8245881185328 52.431370259992, 16.8243667568 52.435863512546))"
niedziela,X370Y540,43,"POLYGON((16.8243667568 52.435863512546, 16.8170149775744 52.4357279752951, 16.8172370858748 52.4312347445957, 16.8245881185328 52.431370259992, 16.8243667568 52.435863512546))"
dzien_roboczy,X370Y540,45,"POLYGON((16.8243667568 52.435863512546, 16.8170149775744 52.4357279752951, 16.8172370858748 52.4312347445957, 16.8245881185328 52.431370259992, 16.8243667568 52.435863512546))"
sobota,X383Y561,4,"POLYGON((16.9170412977075 52.3430897901798, 16.9172525269485 52.3385961962564, 16.9245886649576 52.3387253360864, 16.9243781784325 52.3432189508198, 16.9170412977075 52.3430897901798))"
niedziela,X383Y561,5,"POLYGON((16.9170412977075 52.3430897901798, 16.9172525269485 52.3385961962564, 16.9245886649576 52.3387253360864, 16.9243781784325 52.3432189508198, 16.9170412977075 52.3430897901798))"
dzien_roboczy,X383Y561,4,"POLYGON((16.9170412977075 52.3430897901798, 16.9172525269485 52.3385961962564, 16.9245886649576 52.3387253360864, 16.9243781784325 52.3432189508198, 16.9170412977075 52.3430897901798))"
sobota,X369Y549,1,"POLYGON((16.8192334276399 52.390795483922, 16.8190118456809 52.3952887514961, 16.8116668368991 52.3951529546785, 16.81188916364 52.3906597089926, 16.8170301423012 52.3907547993255, 16.8192334276399 52.390795483922))"
niedziela,X369Y549,1,"POLYGON((16.8192334276399 52.390795483922, 16.8190118456809 52.3952887514961, 16.8116668368991 52.3951529546785, 16.81188916364 52.3906597089926, 16.8170301423012 52.3907547993255, 16.8192334276399 52.390795483922))"
dzien_roboczy,X369Y549,1,"POLYGON((16.8192334276399 52.390795483922, 16.8190118456809 52.3952887514961, 16.8116668368991 52.3951529546785, 16.81188916364 52.3906597089926, 16.8170301423012 52.3907547993255, 16.8192334276399 52.390795483922))"
sobota,X388Y533,6,"POLYGON((16.955459903891 52.4651867835954, 16.9552515994577 52.4696803888436, 16.9478935653143 52.469552930835, 16.9481026180518 52.4650593461468, 16.955459903891 52.4651867835954))"
niedziela,X388Y533,6,"POLYGON((16.955459903891 52.4651867835954, 16.9552515994577 52.4696803888436, 16.9478935653143 52.469552930835, 16.9481026180518 52.4650593461468, 16.955459903891 52.4651867835954))"
dzien_roboczy,X388Y533,6,"POLYGON((16.955459903891 52.4651867835954, 16.9552515994577 52.4696803888436, 16.9478935653143 52.469552930835, 16.9481026180518 52.4650593461468, 16.955459903891 52.4651867835954))"
sobota,X369Y531,1,"POLYGON((16.8076549156553 52.4760306756201, 16.8078783002813 52.4715375037712, 16.8152360003769 52.4716736733667, 16.8150133640686 52.4761668671837, 16.8076549156553 52.4760306756201))"
niedziela,X369Y531,1,"POLYGON((16.8076549156553 52.4760306756201, 16.8078783002813 52.4715375037712, 16.8152360003769 52.4716736733667, 16.8150133640686 52.4761668671837, 16.8076549156553 52.4760306756201))"
dzien_roboczy,X369Y531,1,"POLYGON((16.8076549156553 52.4760306756201, 16.8078783002813 52.4715375037712, 16.8152360003769 52.4716736733667, 16.8150133640686 52.4761668671837, 16.8076549156553 52.4760306756201))"
sobota,X377Y534,38,"POLYGON((16.8747493037148 52.4592664397737, 16.874532826147 52.4637598188739, 16.8671761579394 52.4636273510437, 16.8672630550011 52.4618300084381, 16.8673933833973 52.4591339933095, 16.8747493037148 52.4592664397737))"
niedziela,X377Y534,38,"POLYGON((16.8747493037148 52.4592664397737, 16.874532826147 52.4637598188739, 16.8671761579394 52.4636273510437, 16.8672630550011 52.4618300084381, 16.8673933833973 52.4591339933095, 16.8747493037148 52.4592664397737))"
dzien_roboczy,X377Y534,30,"POLYGON((16.8747493037148 52.4592664397737, 16.874532826147 52.4637598188739, 16.8671761579394 52.4636273510437, 16.8672630550011 52.4618300084381, 16.8673933833973 52.4591339933095, 16.8747493037148 52.4592664397737))"
sobota,X386Y538,50,"POLYGON((16.9417726125185 52.4429129293062, 16.9415840380573 52.4469571548853, 16.9342298538331 52.4468288855375, 16.9344401255295 52.4423353220459, 16.9417935624729 52.4424635707073, 16.9417726125185 52.4429129293062))"
niedziela,X386Y538,50,"POLYGON((16.9417726125185 52.4429129293062, 16.9415840380573 52.4469571548853, 16.9342298538331 52.4468288855375, 16.9344401255295 52.4423353220459, 16.9417935624729 52.4424635707073, 16.9417726125185 52.4429129293062))"
dzien_roboczy,X386Y538,31,"POLYGON((16.9417726125185 52.4429129293062, 16.9415840380573 52.4469571548853, 16.9342298538331 52.4468288855375, 16.9344401255295 52.4423353220459, 16.9417935624729 52.4424635707073, 16.9417726125185 52.4429129293062))"
sobota,X383Y563,2,"POLYGON((16.9174637005903 52.3341025982934, 16.9176748186521 52.3296089962908, 16.9213421383005 52.3296736022906, 16.9250094718146 52.3297380945132, 16.9247990960785 52.3342317173175, 16.9174637005903 52.3341025982934))"
