day_type,bigger_id,c_users,geo
dzien_roboczy,X387Y535,36,"POLYGON((16.9411648233593 52.4559443111675, 16.9485205580567 52.4560721647085, 16.9483116156262 52.4605657574379, 16.940955133038 52.4604378832716, 16.9411648233593 52.4559443111675))"
sobota,X371Y557,4,"POLYGON((16.8283423543613 52.3549843403998, 16.8356807833858 52.3551190294968, 16.8355709761168 52.3573657019232, 16.8354611543887 52.3596123733278, 16.8281219821059 52.3594776625245, 16.8283423543613 52.3549843403998))"
niedziela,X371Y557,2,"POLYGON((16.8283423543613 52.3549843403998, 16.8356807833858 52.3551190294968, 16.8355709761168 52.3573657019232, 16.8354611543887 52.3596123733278, 16.8281219821059 52.3594776625245, 16.8283423543613 52.3549843403998))"
dzien_roboczy,X371Y557,4,"POLYGON((16.8283423543613 52.3549843403998, 16.8356807833858 52.3551190294968, 16.8355709761168 52.3573657019232, 16.8354611543887 52.3596123733278, 16.8281219821059 52.3594776625245, 16.8283423543613 52.3549843403998))"
sobota,X392Y541,15,"POLYGON((16.9865301343281 52.4297423217571, 16.9863252561935 52.4342360405065, 16.9789729848252 52.4341105742667, 16.9791580497122 52.4300662457816, 16.979178609766 52.4296168757498, 16.9865301343281 52.4297423217571))"
niedziela,X392Y541,13,"POLYGON((16.9865301343281 52.4297423217571, 16.9863252561935 52.4342360405065, 16.9789729848252 52.4341105742667, 16.9791580497122 52.4300662457816, 16.979178609766 52.4296168757498, 16.9865301343281 52.4297423217571))"
dzien_roboczy,X392Y541,18,"POLYGON((16.9865301343281 52.4297423217571, 16.9863252561935 52.4342360405065, 16.9789729848252 52.4341105742667, 16.9791580497122 52.4300662457816, 16.979178609766 52.4296168757498, 16.9865301343281 52.4297423217571))"
sobota,X372Y550,11,"POLYGON((16.8414858588336 52.3867067356428, 16.8412885007054 52.3907507390202, 16.8412665691352 52.3912000725247, 16.8339221305833 52.3910656656964, 16.834142164929 52.3865723504781, 16.8414858588336 52.3867067356428))"
niedziela,X372Y550,11,"POLYGON((16.8414858588336 52.3867067356428, 16.8412885007054 52.3907507390202, 16.8412665691352 52.3912000725247, 16.8339221305833 52.3910656656964, 16.834142164929 52.3865723504781, 16.8414858588336 52.3867067356428))"
dzien_roboczy,X372Y550,10,"POLYGON((16.8414858588336 52.3867067356428, 16.8412885007054 52.3907507390202, 16.8412665691352 52.3912000725247, 16.8339221305833 52.3910656656964, 16.834142164929 52.3865723504781, 16.8414858588336 52.3867067356428))"
sobota,X397Y539,1,"POLYGON((17.0153309389126 52.4437209226193, 17.015532936168 52.4392271316422, 17.0228862228901 52.4393503333206, 17.0227051003139 52.4433947632645, 17.0226849729286 52.4438441441704, 17.0153309389126 52.4437209226193))"
niedziela,X397Y539,1,"POLYGON((17.0153309389126 52.4437209226193, 17.015532936168 52.4392271316422, 17.0228862228901 52.4393503333206, 17.0227051003139 52.4433947632645, 17.0226849729286 52.4438441441704, 17.0153309389126 52.4437209226193))"
dzien_roboczy,X397Y539,3,"POLYGON((17.0153309389126 52.4437209226193, 17.015532936168 52.4392271316422, 17.0228862228901 52.4393503333206, 17.0227051003139 52.4433947632645, 17.0226849729286 52.4438441441704, 17.0153309389126 52.4437209226193))"
sobota,X379Y545,68,"POLYGON((16.8842594506204 52.4144642019024, 16.8844745552968 52.4099707568682, 16.8918223753935 52.410102055816, 16.891608016485 52.4145955220217, 16.8842594506204 52.4144642019024))"
niedziela,X379Y545,69,"POLYGON((16.8842594506204 52.4144642019024, 16.8844745552968 52.4099707568682, 16.8918223753935 52.410102055816, 16.891608016485 52.4145955220217, 16.8842594506204 52.4144642019024))"
dzien_roboczy,X379Y545,53,"POLYGON((16.8842594506204 52.4144642019024, 16.8844745552968 52.4099707568682, 16.8918223753935 52.410102055816, 16.891608016485 52.4145955220217, 16.8842594506204 52.4144642019024))"
sobota,X368Y538,4,"POLYGON((16.8020879347232 52.4399487131853, 16.809440343305 52.4400851859536, 16.8092173708737 52.4445783865206, 16.8018642153726 52.4444418917418, 16.8020879347232 52.4399487131853))"
niedziela,X368Y538,4,"POLYGON((16.8020879347232 52.4399487131853, 16.809440343305 52.4400851859536, 16.8092173708737 52.4445783865206, 16.8018642153726 52.4444418917418, 16.8020879347232 52.4399487131853))"
dzien_roboczy,X368Y538,4,"POLYGON((16.8020879347232 52.4399487131853, 16.809440343305 52.4400851859536, 16.8092173708737 52.4445783865206, 16.8018642153726 52.4444418917418, 16.8020879347232 52.4399487131853))"
sobota,X369Y552,21,"POLYGON((16.819676416439 52.3818089364838, 16.8123336414157 52.3816732053175, 16.8125557924914 52.3771799473285, 16.8198978233201 52.3773156566199, 16.819676416439 52.3818089364838))"
niedziela,X369Y552,21,"POLYGON((16.819676416439 52.3818089364838, 16.8123336414157 52.3816732053175, 16.8125557924914 52.3771799473285, 16.8198978233201 52.3773156566199, 16.819676416439 52.3818089364838))"
dzien_roboczy,X369Y552,19,"POLYGON((16.819676416439 52.3818089364838, 16.8123336414157 52.3816732053175, 16.8125557924914 52.3771799473285, 16.8198978233201 52.3773156566199, 16.819676416439 52.3818089364838))"
sobota,X382Y538,16,"POLYGON((16.9050269343203 52.4418177578464, 16.9123801482446 52.4419478343135, 16.9121676348231 52.4464413353046, 16.9048136736963 52.4463112378568, 16.9050269343203 52.4418177578464))"
niedziela,X382Y538,12,"POLYGON((16.9050269343203 52.4418177578464, 16.9123801482446 52.4419478343135, 16.9121676348231 52.4464413353046, 16.9048136736963 52.4463112378568, 16.9050269343203 52.4418177578464))"
dzien_roboczy,X382Y538,15,"POLYGON((16.9050269343203 52.4418177578464, 16.9123801482446 52.4419478343135, 16.9121676348231 52.4464413353046, 16.9048136736963 52.4463112378568, 16.9050269343203 52.4418177578464))"
sobota,X391Y552,57,"POLYGON((16.981231880092 52.3846796703928, 16.9738878668253 52.3845539704305, 16.9740936409967 52.3800602481383, 16.9755622903938 52.3800854205567, 16.9814369096344 52.3801859278397, 16.981231880092 52.3846796703928))"
niedziela,X391Y552,64,"POLYGON((16.981231880092 52.3846796703928, 16.9738878668253 52.3845539704305, 16.9740936409967 52.3800602481383, 16.9755622903938 52.3800854205567, 16.9814369096344 52.3801859278397, 16.981231880092 52.3846796703928))"
dzien_roboczy,X391Y552,47,"POLYGON((16.981231880092 52.3846796703928, 16.9738878668253 52.3845539704305, 16.9740936409967 52.3800602481383, 16.9755622903938 52.3800854205567, 16.9814369096344 52.3801859278397, 16.981231880092 52.3846796703928))"
sobota,X395Y551,13,"POLYGON((17.0106084715221 52.3851779096184, 17.0104063674357 52.3896717284943, 17.0045303846685 52.3895726484515, 17.0030613943152 52.3895478328254, 17.0032642433019 52.3850540339208, 17.0106084715221 52.3851779096184))"
niedziela,X395Y551,14,"POLYGON((17.0106084715221 52.3851779096184, 17.0104063674357 52.3896717284943, 17.0045303846685 52.3895726484515, 17.0030613943152 52.3895478328254, 17.0032642433019 52.3850540339208, 17.0106084715221 52.3851779096184))"
dzien_roboczy,X395Y551,8,"POLYGON((17.0106084715221 52.3851779096184, 17.0104063674357 52.3896717284943, 17.0045303846685 52.3895726484515, 17.0030613943152 52.3895478328254, 17.0032642433019 52.3850540339208, 17.0106084715221 52.3851779096184))"
sobota,X395Y563,22,"POLYGON((17.0128281061644 52.33574563887, 17.0054920589331 52.335621982591, 17.0056942678202 52.3311281358007, 17.0130295724974 52.3312517721568, 17.0128281061644 52.33574563887))"
niedziela,X395Y563,9,"POLYGON((17.0128281061644 52.33574563887, 17.0054920589331 52.335621982591, 17.0056942678202 52.3311281358007, 17.0130295724974 52.3312517721568, 17.0128281061644 52.33574563887))"
dzien_roboczy,X395Y563,25,"POLYGON((17.0128281061644 52.33574563887, 17.0054920589331 52.335621982591, 17.0056942678202 52.3311281358007, 17.0130295724974 52.3312517721568, 17.0128281061644 52.33574563887))"
sobota,X363Y534,1,"POLYGON((16.7644166060869 52.4572317420892, 16.7717717061494 52.4573705883966, 16.7715447599799 52.4618636616761, 16.767131244182 52.4617803953114, 16.7641889123157 52.4617247929723, 16.7644166060869 52.4572317420892))"
niedziela,X363Y534,1,"POLYGON((16.7644166060869 52.4572317420892, 16.7717717061494 52.4573705883966, 16.7715447599799 52.4618636616761, 16.767131244182 52.4617803953114, 16.7641889123157 52.4617247929723, 16.7644166060869 52.4572317420892))"
dzien_roboczy,X363Y534,1,"POLYGON((16.7644166060869 52.4572317420892, 16.7717717061494 52.4573705883966, 16.7715447599799 52.4618636616761, 16.767131244182 52.4617803953114, 16.7641889123157 52.4617247929723, 16.7644166060869 52.4572317420892))"
sobota,X375Y556,4,"POLYGON((16.8648184200271 52.3601466611721, 16.8646017072005 52.3646400870257, 16.8587295858009 52.3645337954306, 16.8572615611712 52.3645071769689, 16.8574790175322 52.3600137725327, 16.8648184200271 52.3601466611721))"
niedziela,X375Y556,5,"POLYGON((16.8648184200271 52.3601466611721, 16.8646017072005 52.3646400870257, 16.8587295858009 52.3645337954306, 16.8572615611712 52.3645071769689, 16.8574790175322 52.3600137725327, 16.8648184200271 52.3601466611721))"
dzien_roboczy,X375Y556,4,"POLYGON((16.8648184200271 52.3601466611721, 16.8646017072005 52.3646400870257, 16.8587295858009 52.3645337954306, 16.8572615611712 52.3645071769689, 16.8574790175322 52.3600137725327, 16.8648184200271 52.3601466611721))"
sobota,X396Y560,18,"POLYGON((17.0195617179928 52.3493504756665, 17.0122233888287 52.3492272150928, 17.0124250143486 52.3447333603381, 17.0197626003544 52.3448566010501, 17.0195617179928 52.3493504756665))"
niedziela,X396Y560,14,"POLYGON((17.0195617179928 52.3493504756665, 17.0122233888287 52.3492272150928, 17.0124250143486 52.3447333603381, 17.0197626003544 52.3448566010501, 17.0195617179928 52.3493504756665))"
dzien_roboczy,X396Y560,15,"POLYGON((17.0195617179928 52.3493504756665, 17.0122233888287 52.3492272150928, 17.0124250143486 52.3447333603381, 17.0197626003544 52.3448566010501, 17.0195617179928 52.3493504756665))"
sobota,X389Y543,7,"POLYGON((16.957373728143 52.4238454268672, 16.9575399282726 52.4202505102179, 16.9648897966703 52.4203772856764, 16.9646827873857 52.4248709515314, 16.9573321726321 52.424744155628, 16.957373728143 52.4238454268672))"
niedziela,X389Y543,7,"POLYGON((16.957373728143 52.4238454268672, 16.9575399282726 52.4202505102179, 16.9648897966703 52.4203772856764, 16.9646827873857 52.4248709515314, 16.9573321726321 52.424744155628, 16.957373728143 52.4238454268672))"
dzien_roboczy,X389Y543,8,"POLYGON((16.957373728143 52.4238454268672, 16.9575399282726 52.4202505102179, 16.9648897966703 52.4203772856764, 16.9646827873857 52.4248709515314, 16.9573321726321 52.424744155628, 16.957373728143 52.4238454268672))"
sobota,X379Y548,37,"POLYGON((16.8915162882695 52.4011020061135, 16.884904594579 52.4009838546261, 16.8851195292246 52.3964903974184, 16.8924651131943 52.3966216328779, 16.8922509237284 52.401115111244, 16.8915162882695 52.4011020061135))"
niedziela,X379Y548,47,"POLYGON((16.8915162882695 52.4011020061135, 16.884904594579 52.4009838546261, 16.8851195292246 52.3964903974184, 16.8924651131943 52.3966216328779, 16.8922509237284 52.401115111244, 16.8915162882695 52.4011020061135))"
dzien_roboczy,X379Y548,43,"POLYGON((16.8915162882695 52.4011020061135, 16.884904594579 52.4009838546261, 16.8851195292246 52.3964903974184, 16.8924651131943 52.3966216328779, 16.8922509237284 52.401115111244, 16.8915162882695 52.4011020061135))"
sobota,X389Y545,65,"POLYGON((16.9577476291399 52.415756860792, 16.957955275253 52.4112632073503, 16.965303651528 52.4113899419315, 16.965096751378 52.4158836158098, 16.961422183427 52.4158202953696, 16.9577476291399 52.415756860792))"
niedziela,X389Y545,56,"POLYGON((16.9577476291399 52.415756860792, 16.957955275253 52.4112632073503, 16.965303651528 52.4113899419315, 16.965096751378 52.4158836158098, 16.961422183427 52.4158202953696, 16.9577476291399 52.415756860792))"
dzien_roboczy,X389Y545,53,"POLYGON((16.9577476291399 52.415756860792, 16.957955275253 52.4112632073503, 16.965303651528 52.4113899419315, 16.965096751378 52.4158836158098, 16.961422183427 52.4158202953696, 16.9577476291399 52.415756860792))"
sobota,X395Y557,18,"POLYGON((17.0042776869414 52.3625849795373, 17.0044802155416 52.3580911566888, 17.0118199784717 52.3582149126431, 17.0116181935974 52.3627087554387, 17.0042776869414 52.3625849795373))"
niedziela,X395Y557,17,"POLYGON((17.0042776869414 52.3625849795373, 17.0044802155416 52.3580911566888, 17.0118199784717 52.3582149126431, 17.0116181935974 52.3627087554387, 17.0042776869414 52.3625849795373))"
dzien_roboczy,X395Y557,15,"POLYGON((17.0042776869414 52.3625849795373, 17.0044802155416 52.3580911566888, 17.0118199784717 52.3582149126431, 17.0116181935974 52.3627087554387, 17.0042776869414 52.3625849795373))"
sobota,X395Y561,14,"POLYGON((17.0050874814238 52.344609664201, 17.0052897968072 52.3401158253911, 17.0126265867877 52.3402395015972, 17.0124451739809 52.3442839746434, 17.0124250143486 52.3447333603381, 17.0050874814238 52.344609664201))"
niedziela,X395Y561,8,"POLYGON((17.0050874814238 52.344609664201, 17.0052897968072 52.3401158253911, 17.0126265867877 52.3402395015972, 17.0124451739809 52.3442839746434, 17.0124250143486 52.3447333603381, 17.0050874814238 52.344609664201))"
dzien_roboczy,X395Y561,12,"POLYGON((17.0050874814238 52.344609664201, 17.0052897968072 52.3401158253911, 17.0126265867877 52.3402395015972, 17.0124451739809 52.3442839746434, 17.0124250143486 52.3447333603381, 17.0050874814238 52.344609664201))"
sobota,X400Y556,3,"POLYGON((17.0407818876614 52.3676932196656, 17.0409807498194 52.3631993017854, 17.0431829754723 52.3632357988096, 17.0483215202966 52.3633207990197, 17.0481234021526 52.3678147364844, 17.0407818876614 52.3676932196656))"
niedziela,X400Y556,1,"POLYGON((17.0407818876614 52.3676932196656, 17.0409807498194 52.3631993017854, 17.0431829754723 52.3632357988096, 17.0483215202966 52.3633207990197, 17.0481234021526 52.3678147364844, 17.0407818876614 52.3676932196656))"
dzien_roboczy,X400Y556,2,"POLYGON((17.0407818876614 52.3676932196656, 17.0409807498194 52.3631993017854, 17.0431829754723 52.3632357988096, 17.0483215202966 52.3633207990197, 17.0481234021526 52.3678147364844, 17.0407818876614 52.3676932196656))"
sobota,X379Y555,15,"POLYGON((16.8937490654169 52.3696606775631, 16.8864079484123 52.369529568965, 16.8866224870145 52.3650360833556, 16.8910267041643 52.3651147905169, 16.8939628602097 52.365167170825, 16.8937490654169 52.3696606775631))"
niedziela,X379Y555,13,"POLYGON((16.8937490654169 52.3696606775631, 16.8864079484123 52.369529568965, 16.8866224870145 52.3650360833556, 16.8910267041643 52.3651147905169, 16.8939628602097 52.365167170825, 16.8937490654169 52.3696606775631))"
dzien_roboczy,X379Y555,9,"POLYGON((16.8937490654169 52.3696606775631, 16.8864079484123 52.369529568965, 16.8866224870145 52.3650360833556, 16.8910267041643 52.3651147905169, 16.8939628602097 52.365167170825, 16.8937490654169 52.3696606775631))"
sobota,X396Y555,5,"POLYGON((17.0185565122512 52.3718197890131, 17.0112144643639 52.3716964290704, 17.0114163555677 52.3672025942478, 17.0187576593191 52.3673259343087, 17.0185766293425 52.3713704037219, 17.0185565122512 52.3718197890131))"
niedziela,X396Y555,5,"POLYGON((17.0185565122512 52.3718197890131, 17.0112144643639 52.3716964290704, 17.0114163555677 52.3672025942478, 17.0187576593191 52.3673259343087, 17.0185766293425 52.3713704037219, 17.0185565122512 52.3718197890131))"
dzien_roboczy,X396Y555,4,"POLYGON((17.0185565122512 52.3718197890131, 17.0112144643639 52.3716964290704, 17.0114163555677 52.3672025942478, 17.0187576593191 52.3673259343087, 17.0185766293425 52.3713704037219, 17.0185565122512 52.3718197890131))"
sobota,X373Y554,3,"POLYGON((16.849484900225 52.37336056494, 16.8421433813768 52.3732267004969, 16.8423624401082 52.3687333472818, 16.8445646665484 52.36877354799, 16.8497032150713 52.3688671901521, 16.849484900225 52.37336056494))"
niedziela,X373Y554,3,"POLYGON((16.849484900225 52.37336056494, 16.8421433813768 52.3732267004969, 16.8423624401082 52.3687333472818, 16.8445646665484 52.36877354799, 16.8497032150713 52.3688671901521, 16.849484900225 52.37336056494))"
dzien_roboczy,X373Y554,3,"POLYGON((16.849484900225 52.37336056494, 16.8421433813768 52.3732267004969, 16.8423624401082 52.3687333472818, 16.8445646665484 52.36877354799, 16.8497032150713 52.3688671901521, 16.849484900225 52.37336056494))"
sobota,X394Y568,5,"POLYGON((16.9992716370202 52.3107817742466, 16.9993729726203 52.3085348503652, 17.0067045143249 52.3086588419986, 17.0065025713526 52.3131527087389, 16.9991702880873 52.3130286971295, 16.9992716370202 52.3107817742466))"
niedziela,X394Y568,3,"POLYGON((16.9992716370202 52.3107817742466, 16.9993729726203 52.3085348503652, 17.0067045143249 52.3086588419986, 17.0065025713526 52.3131527087389, 16.9991702880873 52.3130286971295, 16.9992716370202 52.3107817742466))"
dzien_roboczy,X394Y568,8,"POLYGON((16.9992716370202 52.3107817742466, 16.9993729726203 52.3085348503652, 17.0067045143249 52.3086588419986, 17.0065025713526 52.3131527087389, 16.9991702880873 52.3130286971295, 16.9992716370202 52.3107817742466))"
sobota,X392Y556,8,"POLYGON((16.9893927641398 52.3668298393452, 16.9849881037469 52.3667547961277, 16.9820516742581 52.3667046761631, 16.9822564878612 52.3622109175987, 16.9895968338777 52.3623360606096, 16.9893927641398 52.3668298393452))"
niedziela,X392Y556,6,"POLYGON((16.9893927641398 52.3668298393452, 16.9849881037469 52.3667547961277, 16.9820516742581 52.3667046761631, 16.9822564878612 52.3622109175987, 16.9895968338777 52.3623360606096, 16.9893927641398 52.3668298393452))"
dzien_roboczy,X392Y556,5,"POLYGON((16.9893927641398 52.3668298393452, 16.9849881037469 52.3667547961277, 16.9820516742581 52.3667046761631, 16.9822564878612 52.3622109175987, 16.9895968338777 52.3623360606096, 16.9893927641398 52.3668298393452))"
sobota,X379Y534,18,"POLYGON((16.8821052811455 52.4593984290444, 16.8894613154926 52.4595299611134, 16.889246333765 52.4640233827243, 16.8826252271566 52.4639050053431, 16.8818895514878 52.4638918294368, 16.8821052811455 52.4593984290444))"
niedziela,X379Y534,12,"POLYGON((16.8821052811455 52.4593984290444, 16.8894613154926 52.4595299611134, 16.889246333765 52.4640233827243, 16.8826252271566 52.4639050053431, 16.8818895514878 52.4638918294368, 16.8821052811455 52.4593984290444))"
dzien_roboczy,X379Y534,20,"POLYGON((16.8821052811455 52.4593984290444, 16.8894613154926 52.4595299611134, 16.889246333765 52.4640233827243, 16.8826252271566 52.4639050053431, 16.8818895514878 52.4638918294368, 16.8821052811455 52.4593984290444))"
sobota,X395Y564,3,"POLYGON((17.005896423487 52.3266342850202, 17.0132309858053 52.3267579014574, 17.0130295724974 52.3312517721568, 17.0056942678202 52.3311281358007, 17.005835782374 52.3279824406733, 17.005896423487 52.3266342850202))"
niedziela,X395Y564,1,"POLYGON((17.005896423487 52.3266342850202, 17.0132309858053 52.3267579014574, 17.0130295724974 52.3312517721568, 17.0056942678202 52.3311281358007, 17.005835782374 52.3279824406733, 17.005896423487 52.3266342850202))"
dzien_roboczy,X395Y564,2,"POLYGON((17.005896423487 52.3266342850202, 17.0132309858053 52.3267579014574, 17.0130295724974 52.3312517721568, 17.0056942678202 52.3311281358007, 17.005835782374 52.3279824406733, 17.005896423487 52.3266342850202))"
sobota,X387Y529,1,"POLYGON((16.9470568023443 52.4875272293798, 16.9396958282724 52.4873992313738, 16.93973783724 52.486500522105, 16.9399058509305 52.4829056834193, 16.9472660759287 52.4830336607749, 16.9470568023443 52.4875272293798))"
niedziela,X387Y529,1,"POLYGON((16.9470568023443 52.4875272293798, 16.9396958282724 52.4873992313738, 16.93973783724 52.486500522105, 16.9399058509305 52.4829056834193, 16.9472660759287 52.4830336607749, 16.9470568023443 52.4875272293798))"
dzien_roboczy,X387Y529,2,"POLYGON((16.9470568023443 52.4875272293798, 16.9396958282724 52.4873992313738, 16.93973783724 52.486500522105, 16.9399058509305 52.4829056834193, 16.9472660759287 52.4830336607749, 16.9470568023443 52.4875272293798))"
sobota,X395Y552,3,"POLYGON((17.0034670388439 52.3805602310255, 17.0042013847946 52.3805726371188, 17.0108105223598 52.3806840867557, 17.0106084715221 52.3851779096184, 17.0032642433019 52.3850540339208, 17.0034670388439 52.3805602310255))"
niedziela,X395Y552,3,"POLYGON((17.0034670388439 52.3805602310255, 17.0042013847946 52.3805726371188, 17.0108105223598 52.3806840867557, 17.0106084715221 52.3851779096184, 17.0032642433019 52.3850540339208, 17.0034670388439 52.3805602310255))"
dzien_roboczy,X395Y552,3,"POLYGON((17.0034670388439 52.3805602310255, 17.0042013847946 52.3805726371188, 17.0108105223598 52.3806840867557, 17.0106084715221 52.3851779096184, 17.0032642433019 52.3850540339208, 17.0034670388439 52.3805602310255))"
sobota,X381Y554,67,"POLYGON((16.9082191051519 52.3744150722611, 16.9008771316533 52.3742848541655, 16.901090238744 52.3697913304208, 16.9084314681982 52.3699215275302, 16.908240343974 52.37396571797, 16.9082191051519 52.3744150722611))"
niedziela,X381Y554,68,"POLYGON((16.9082191051519 52.3744150722611, 16.9008771316533 52.3742848541655, 16.901090238744 52.3697913304208, 16.9084314681982 52.3699215275302, 16.908240343974 52.37396571797, 16.9082191051519 52.3744150722611))"
dzien_roboczy,X381Y554,55,"POLYGON((16.9082191051519 52.3744150722611, 16.9008771316533 52.3742848541655, 16.901090238744 52.3697913304208, 16.9084314681982 52.3699215275302, 16.908240343974 52.37396571797, 16.9082191051519 52.3744150722611))"
sobota,X379Y556,5,"POLYGON((16.8941765986997 52.3606736600342, 16.8939628602097 52.365167170825, 16.8866224870145 52.3650360833556, 16.8868369691184 52.3605425936891, 16.8919747039067 52.3606343879676, 16.8941765986997 52.3606736600342))"
niedziela,X379Y556,6,"POLYGON((16.8941765986997 52.3606736600342, 16.8939628602097 52.365167170825, 16.8866224870145 52.3650360833556, 16.8868369691184 52.3605425936891, 16.8919747039067 52.3606343879676, 16.8941765986997 52.3606736600342))"
dzien_roboczy,X379Y556,5,"POLYGON((16.8941765986997 52.3606736600342, 16.8939628602097 52.365167170825, 16.8866224870145 52.3650360833556, 16.8868369691184 52.3605425936891, 16.8919747039067 52.3606343879676, 16.8941765986997 52.3606736600342))"
sobota,X385Y545,90,"POLYGON((16.9285623194639 52.4107517043822, 16.9359104756221 52.410880264805, 16.935700591735 52.415373856496, 16.928351689691 52.4152452753427, 16.9285623194639 52.4107517043822))"
niedziela,X385Y545,95,"POLYGON((16.9285623194639 52.4107517043822, 16.9359104756221 52.410880264805, 16.935700591735 52.415373856496, 16.928351689691 52.4152452753427, 16.9285623194639 52.4107517043822))"
dzien_roboczy,X385Y545,84,"POLYGON((16.9285623194639 52.4107517043822, 16.9359104756221 52.410880264805, 16.935700591735 52.415373856496, 16.928351689691 52.4152452753427, 16.9285623194639 52.4107517043822))"
sobota,X394Y546,15,"POLYGON((16.9946977000515 52.4118923153802, 16.9949015624044 52.4073985564954, 17.0022494635478 52.4075229885349, 17.0020463470568 52.4120167674848, 16.9946977000515 52.4118923153802))"
niedziela,X394Y546,15,"POLYGON((16.9946977000515 52.4118923153802, 16.9949015624044 52.4073985564954, 17.0022494635478 52.4075229885349, 17.0020463470568 52.4120167674848, 16.9946977000515 52.4118923153802))"
dzien_roboczy,X394Y546,17,"POLYGON((16.9946977000515 52.4118923153802, 16.9949015624044 52.4073985564954, 17.0022494635478 52.4075229885349, 17.0020463470568 52.4120167674848, 16.9946977000515 52.4118923153802))"
sobota,X379Y557,15,"POLYGON((16.8868369691184 52.3605425936891, 16.8870513947438 52.3560490999656, 16.8943902809066 52.3561801451906, 16.8942834468373 52.358426903119, 16.8941765986997 52.3606736600342, 16.8868369691184 52.3605425936891))"
niedziela,X379Y557,12,"POLYGON((16.8868369691184 52.3605425936891, 16.8870513947438 52.3560490999656, 16.8943902809066 52.3561801451906, 16.8942834468373 52.358426903119, 16.8941765986997 52.3606736600342, 16.8868369691184 52.3605425936891))"
dzien_roboczy,X379Y557,10,"POLYGON((16.8868369691184 52.3605425936891, 16.8870513947438 52.3560490999656, 16.8943902809066 52.3561801451906, 16.8942834468373 52.358426903119, 16.8941765986997 52.3606736600342, 16.8868369691184 52.3605425936891))"
sobota,X387Y561,2,"POLYGON((16.9463891523686 52.343603700714, 16.9465349389082 52.3404581274294, 16.9465974106297 52.3391100239897, 16.9539337690849 52.3392373427358, 16.953726253617 52.3437310399772, 16.9463891523686 52.343603700714))"
niedziela,X387Y561,1,"POLYGON((16.9463891523686 52.343603700714, 16.9465349389082 52.3404581274294, 16.9465974106297 52.3391100239897, 16.9539337690849 52.3392373427358, 16.953726253617 52.3437310399772, 16.9463891523686 52.343603700714))"
dzien_roboczy,X387Y561,1,"POLYGON((16.9463891523686 52.343603700714, 16.9465349389082 52.3404581274294, 16.9465974106297 52.3391100239897, 16.9539337690849 52.3392373427358, 16.953726253617 52.3437310399772, 16.9463891523686 52.343603700714))"
sobota,X392Y535,3,"POLYGON((16.9853000544713 52.4567045742595, 16.9850948517839 52.4611982690108, 16.9777380954468 52.46107268129, 16.9779440461212 52.4565790067958, 16.9853000544713 52.4567045742595))"
niedziela,X392Y535,3,"POLYGON((16.9853000544713 52.4567045742595, 16.9850948517839 52.4611982690108, 16.9777380954468 52.46107268129, 16.9779440461212 52.4565790067958, 16.9853000544713 52.4567045742595))"
dzien_roboczy,X392Y535,3,"POLYGON((16.9853000544713 52.4567045742595, 16.9850948517839 52.4611982690108, 16.9777380954468 52.46107268129, 16.9779440461212 52.4565790067958, 16.9853000544713 52.4567045742595))"
sobota,X389Y534,7,"POLYGON((16.9628172446962 52.4653137636891, 16.955459903891 52.4651867835954, 16.9556681533582 52.4606931743308, 16.9586107838471 52.4607440130495, 16.9630247460369 52.4608201339422, 16.9628172446962 52.4653137636891))"
niedziela,X389Y534,7,"POLYGON((16.9628172446962 52.4653137636891, 16.955459903891 52.4651867835954, 16.9556681533582 52.4606931743308, 16.9586107838471 52.4607440130495, 16.9630247460369 52.4608201339422, 16.9628172446962 52.4653137636891))"
dzien_roboczy,X389Y534,5,"POLYGON((16.9628172446962 52.4653137636891, 16.955459903891 52.4651867835954, 16.9556681533582 52.4606931743308, 16.9586107838471 52.4607440130495, 16.9630247460369 52.4608201339422, 16.9628172446962 52.4653137636891))"
sobota,X393Y539,5,"POLYGON((16.9932691574248 52.4433485157059, 16.9859153377715 52.4432234660067, 16.9861203240143 52.4387297552564, 16.9934733964491 52.4388547847885, 16.9932691574248 52.4433485157059))"
niedziela,X393Y539,4,"POLYGON((16.9932691574248 52.4433485157059, 16.9859153377715 52.4432234660067, 16.9861203240143 52.4387297552564, 16.9934733964491 52.4388547847885, 16.9932691574248 52.4433485157059))"
dzien_roboczy,X393Y539,5,"POLYGON((16.9932691574248 52.4433485157059, 16.9859153377715 52.4432234660067, 16.9861203240143 52.4387297552564, 16.9934733964491 52.4388547847885, 16.9932691574248 52.4433485157059))"
sobota,X368Y547,1,"POLYGON((16.8038755673123 52.4040031369019, 16.8040987564192 52.399509921389, 16.8099753078378 52.3996189777812, 16.811444451562 52.3996461962632, 16.8112220076082 52.4041394337465, 16.8038755673123 52.4040031369019))"
niedziela,X368Y547,1,"POLYGON((16.8038755673123 52.4040031369019, 16.8040987564192 52.399509921389, 16.8099753078378 52.3996189777812, 16.811444451562 52.3996461962632, 16.8112220076082 52.4041394337465, 16.8038755673123 52.4040031369019))"
dzien_roboczy,X368Y547,1,"POLYGON((16.8038755673123 52.4040031369019, 16.8040987564192 52.399509921389, 16.8099753078378 52.3996189777812, 16.811444451562 52.3996461962632, 16.8112220076082 52.4041394337465, 16.8038755673123 52.4040031369019))"
